Key	English	Japanese	French	Spanish	German	Italian	Korean	ChineseSimplified	ChineseTraditional	BrazilianPortuguese
news_header_feb_2020_cdwinner	February Community Day winner	2月のコミュニティ・デイの投票結果	Gagnant de la Journée Communauté de février	Ganador del Día de la Comunidad de febrero	Wahlsieger für den Community Day im Februar	Vincitore del Community Day di febbraio	2월 커뮤니티 데이 투표 결과		投票選出下一隻社群日寶可夢	Vencedor do Dia Comunitário de fevereiro
news_subheader_feb_2020_cdwinner	And the featured February Community Day Pokémon is...	2月のコミュニティ・デイで大量発生するポケモンは…	Le Pokémon vedette de la Journée Communauté de février est...	Y el Pokémon destacado del Día de la Comunidad de febrero es...	Und das Pokémon des Community Day im Februar ist ... 	Il Pokémon protagonista del Community Day di febbraio è...	2월 「커뮤니티 데이」에 대량발생하는 포켓몬은...		你想讓哪隻寶可夢成為2月社群日的主角呢？	O Pokémon vencedor da votação do Dia Comunitário de fevereiro foi...
news_main_text_feb_2020_cdwinner	Thank you for all your efforts campaigning and voting for the Pokémon you wanted featured on February Community Day. We are pleased to announce that the winner is... \n \nRhyhorn! \n \nDon’t forget! During Community Day, evolve Rhydon (Rhyhorn’s evolved form) during the event or up to two hours afterward into Rhyperior for the exclusive attack Rock Wrecker. And if you’re lucky, you might encounter a Shiny Rhyhorn! \n \nThe Community Day featuring the winning Pokémon will take place on Saturday, February 22, 2020. The featured bonus will be 3× Catch Stardust. Community Day for Trainers in the northern hemisphere will run from 11 a.m. to 2 p.m. local time, while in the southern hemisphere, it will run from 3 p.m. to 6 p.m. local time. \n \nThank you for taking part in this new kind of event. We’ll be evaluating this ongoing experiment and taking any insights into account for the next Community Day. \n \nLearn more on the <a href="https://pokemongolive.com/post/feb2020-cd-winner/">blog</a>.	2月の「Pokémon GO コミュニティ・デイ」で大量発生するポケモンについて、投票にご協力いただき、ありがとうございました。投票の結果、大量発生することになったポケモンは… \n \n「サイホーン」です！ \n \nコミュニティ・デイ期間中もしくは終了後2時間以内に、「サイホーン」を「ドサイドン」まで進化させると、限定わざ「がんせきほう」を覚えることもお忘れなく！運が良ければ色違いの「サイホーン」に出会えるかもしれません！ \n \n投票で選ばれたポケモンが大量発生するコミュニティ・デイは、2020年2月22日（土）に開催されます。ボーナスとして、ポケモンを捕まえた時の「ほしのすな」が通常の3倍もらえます。 \n北半球のトレーナーのコミュニティ・デイは現地時間の午前11時から午後2時、南半球のトレーナーは現地時間の午後3時から午後6時となります。 \n \nこの新しい取り組みに協力してくれた皆さんに感謝いたします！今回学んだことは、次回の「コミュニティ・デイ」に反映してまいります。 \n \n詳細は <a href="https://pokemongolive.com/post/feb2020-cd-winner">ブログ</a>をご確認ください	Merci pour tous vos efforts de campagne et de vote pour choisir le Pokémon qui sera la star de la Journée Communauté de février. Nous sommes heureux d’annoncer que le gagnant est... \n \nRhinocorne ! \n \nN’oubliez pas : faites évoluer Rhinoféros (la forme évoluée de Rhinocorne) au cours de la Journée Communauté, ou au plus tard deux heures après sa fin, pour obtenir un Rhinastoc qui connaît l’attaque exclusive Roc-Boulet. Et vous rencontrerez peut-être un Rhinocorne chromatique. \n \nCe Pokémon sera la star de la Journée Communauté qui se déroulera le samedi 22 février 2020. Le bonus proposé sera 3 fois plus de Poussières Étoiles de capture. La Journée Communauté pour les Dresseurs situés dans l’hémisphère Nord se déroulera de 11h à 14h (heure locale), et de 15h à 18h dans l’hémisphère Sud. \n \nNous vous remercions pour votre participation à ce nouveau type d’évènement. Nous évaluerons cette expérience et prendrons en compte vos remarques pour la prochaine Journée Communauté. \n \nPlus d’infos sur notre <a href="https://pokemongolive.com/post/feb2020-cd-winner">blog</a>.	Gracias por tu esfuerzo haciendo campaña y votando por tu Pokémon favorito para el Día de la Comunidad de febrero. Estamos encantados de anunciar que el ganador es... \n \n¡Rhyhorn! \n \n¡Recuerda! Durante el Día de la Comunidad, haz que un Rhydon (la forma evolucionada de Rhyhorn) evolucione a Rhyperior durante el evento o hasta dos horas después del mismo para conseguir el ataque exclusivo Romperrocas. Y, si tienes suerte, ¡puede que te encuentres con un Rhyhorn variocolor! \n \nEl Día de la Comunidad con el Pokémon ganador destacado tendrá lugar el sábado 22 de febrero de 2020, y el bonus será el triple de Polvos Estelares por captura. El Día de la Comunidad para los Entrenadores del hemisferio norte tendrá lugar de las 11 a. m. a las 2 p. m. (hora local), mientras que para los Entrenadores del hemisferio sur tendrá lugar de las 3 p. m. a las 6 p. m. (hora local). \n \nGracias por formar parte de este nuevo tipo de evento. Evaluaremos este experimento en curso y tendremos en cuenta cualquier sugerencia para el próximo Día de la Comunidad. \n \nObtén más información en el <a href="https://pokemongolive.com/post/feb2020-cd-winner">blog</a>. 	Vielen Dank für deine Teilnahme am Wahlkampf und deine Stimmabgabe für das Pokémon, dass du am Community Day im Februar dabeihaben möchtest. Wir freuen uns, den Wahlsieger bekannt zu geben, es ist ... \n \Rihorn! \n \nVergiss nicht! Entwickle am Community Day Rizeros(die Entwicklung von Rihorn) während oder bis zu zwei Stunden nach Abschluss des Events zu Rihornior, das die exklusive Attacke Felswerfer beherrscht. Wenn du Glück hast, begegnest du vielleicht einem Schillernden Rihorn! \n \nDer Community Day mit dem Wahlsieger-Pokémon findet am Samstag, den 22. Februar 2020 statt. Beim Bonus handelt es sich um die dreifache Menge Fang-Sternenstaub. Der Community Day für Trainer in der Nordhalbkugel läuft von 11:00 Uhr bis 14:00 Uhr Ortszeit, während er in der Südhalbkugel von 15:00 Uhr bis 18:00 Uhr Ortszeit läuft. \n \nVielen Dank für deine Teilnahme an dieser neuen Event-Form. Wir werden dieses fortlaufende Experiment auswerten und jegliche Erkenntnisse für den nächsten Community Day berücksichtigen. \n \nErfahre mehr auf dem <a href="https://pokemongolive.com/post/feb2020-cd-winner">Blog</a>.	Grazie per l’impegno dimostrato nel promuovere e votare il tuo Pokémon preferito per il Community Day di febbraio. Siamo lieti di annunciare che il vincitore è... \n \nRhyhorn! \n Ricorda: fai evolvere Rhydon (forma evoluta di Rhyhorn) fino a due ore dopo la fine dell’evento e otterrai un Rhyperior che conosce la mossa particolare Devastomasso. Con un pizzico di fortuna potresti persino incontrare un Rhyhorn cromatico! \n \nIl Community Day con il Pokémon vincitore si svolgerà sabato 22 febbraio 2020. Il bonus dell’evento sarà il triplo della polvere di stelle da cattura. Per gli Allenatori dell’emisfero boreale, il Community Day si svolgerà dalle 11:00 alle 14:00 ora locale, mentre per quelli dell’emisfero australe la fascia oraria sarà dalle 15:00 alle 18:00 ora locale. \n \nGrazie per aver partecipato a questo nuovo tipo di evento. Lo consideriamo un esperimento i cui risultati e i commenti ricevuti in merito verranno valutati in preparazione del prossimo Community Day. \n \nPer saperne di più, leggi il nostro <a href="https://pokemongolive.com/post/feb2020-cd-winner">blog</a>.	\n \n2월 「Pokémon GO 커뮤니티 데이」에 대량발생할 포켓몬 투표에 협력해 주셔서 감사드립니다. 투표 결과 대량발생하게 될 포켓몬은...  \n \n…뿔카노!  \n \n이벤트 시작부터 종료 2시간 후까지 뿔카노를 거대코뿌리로 진화하면 한정 기술인 암석포를 배울 수 있습니다! 운이 좋으면 색이 다른 뿔카노를 만날 수 있습니다!  \n \n투표로 결정된 포켓몬이 대량발생하는 「Pokémon GO 커뮤니티 데이」는 2020년 2월 22일(토)에 진행됩니다. 보너스로 포켓몬을 잡았을 때 「별의모래」를 평소의 3배 받을 수 있습니다. 북반구는 현지 시간 오전 11시부터 14시, 남반구는 현지 시간 15시부터 18시가 개최 시간입니다. 한국에서는 북반구 개최 시간인 11시부터 14시입니다.  \n \n이번 새로운 형태의 이벤트에 참여해 주셔서 감사합니다. 이번에 배운 것을 다음번 「커뮤니티 데이」에 반영할 예정입니다.  \n \n자세한 정보는  <a href="https://pokemongolive.com/post/feb2020-cd-winner">블로그</a>를 확인하세요. 		  感謝各位為了2月社群日主角寶可夢所付出的努力！我們很榮幸地宣布當選者是…… \n  \n……獨角犀牛！  \n \n別忘了！社群日當天，只要在活動結束後2小時的最終期限前讓獨角犀牛進化為超甲狂犀，牠就能學會全新專用特殊招式「岩石炮」！而且只要你夠幸運，還有機會遇見異色獨角犀牛喔！   \n以獨角犀牛為主角的社群日將在2020年2月22日（週六）登場，北半球訓練家的社群日時間為當地時間11:00~14:00，而南半球則是當地時間15:00~18:00。社群日活動時間內，捕捉寶可夢時可獲得的星星沙子增加為平時的3倍。 \n \n謝謝各位參加本次的新活動。我們會持續進行評估，並將各位的意見反映至下次的社群日活動中。  \n \n請到<a href="https://pokemongolive.com/post/feb2020-cd-winner">部落格</a>確認活動詳情。	Agradecemos a todos pelos seus esforços fazendo campanha e votando no Pokémon que vocês queriam ver no Dia Comunitário de fevereiro. Estamos felizes em anunciar que o vencedor foi...  \n  \nRhyhorn!  \n  \nNão se esqueçam! Durante o Dia Comunitário, ao evoluir Rhydon (a forma evoluída de Rhyhorn) até duas horas após o evento, vocês obterão Rhyperior que saberá o ataque Demolidor de Pedras. Se tiverem sorte, vocês poderão encontrar Rhyhorn Brilhante!  \n  \nO Dia Comunitário destacando o Pokémon vencedor acontecerá no sábado, 22 de fevereiro de 2020. O bônus especial será o triplo de Poeira Estelar por captura. O Dia Comunitário acontecerá entre as 11h e 14h no Hemisfério Norte e entre as 15h e 18h no Hemisfério Sul, horário local.  \n  \nAgradecemos a sua participação neste novo tipo de evento. Iremos avaliar este experimento e o levaremos em consideração para o próximo Dia Comunitário.  \n  \nConfiram mais informações no <a href="https://pokemongolive.com/post/feb2020-cd-winner">blog</a>.
news_header_jan_2020_febliveops	February events to make your heart flutter!	2月のイベントに心ときめかせよう！	Les évènements de février vont être palpitants !	¡Los eventos de febrero pondrán tu corazón a mil por hora!	Events im Februar lassen Herzen höher schlagen!	Gli eventi di febbraio ti faranno battere il cuore!				Os eventos de fevereiro vão fazer o seu coração derreter!
news_subheader_jan_2020_febliveops	February events to make your heart flutter!	2月のイベントに心ときめかせよう！	Les évènements de février vont être palpitants !	¡Los eventos de febrero pondrán tu corazón a mil por hora!	Events im Februar lassen Herzen höher schlagen!	Gli eventi di febbraio ti faranno battere il cuore!				Os eventos de fevereiro vão fazer o seu coração derreter!
news_main_text_jan_2020_febliveops	Be still, your heart! Get ready for updated Research Breakthrough encounters, Legendary Shadow Pokémon, and debuting Legendary Pokémon. This month will also feature events celebrating the Sinnoh region and Valentine’s Day, as well as entirely new kinds of events that we’re testing. There’s much to look forward to during this season of love. \n \n1. Save Shadow Raikou from Giovanni! \n2. February Research Breakthrough encounter: Woobat with bonus Woobat Candy! \n3. Tornadus zooms into five-star raids! \n4. A Sinnoh region celebration event \n5. Pokémon GO Valentine’s Day Celebration 2020 \n6. Celebrate your love for friends with a special friendship weekend event \n7. New experiments: Pokémon Spotlight Hour and Mystery Bonus Hour \n \nLearn more on the <a href="https://pokemongolive.com/post/feb2020-events">blog</a>.	\n「フィールドリサーチ」の「大発見」で出現するポケモン、新たにシャドウポケモンにされてしまった伝説のポケモン、新しく登場する伝説のポケモン。この他にも、2月はお祝いがたくさんあります。シンオウ地方にフィーチャーしたイベントや、「Pokémon GO バレンタイン」、そしてテスト的に開催する新たなイベントなど、この恋の季節に開催される催しの数々をお楽しみに。 \n \n1. サカキに捕まってしまい、「ライコウ」がシャドウポケモンにされてしまいました！ \n2. 2月の「フィールドリサーチ」の「大発見」：「コロモリ」が「コロモリのアメ」ボーナスと共に出現！ \n3. 「トルネロス」が「伝説レイドバトル」に登場！ \n4. シンオウ地方のイベントを開催！ \n5.「Pokémon GO バレンタイン 2020」を開催！ \n6. 友達と「フレンドウィークエンドイベント」を楽しもう！ \n7. 新しいイベント：「スポットライトアワー」と「ふしぎなボーナスアワー」 \n \n詳細は <a href="https://pokemongolive.com/ja/post/feb2020-events">ブログ</a>をご確認ください。	Votre cœur va battre la chamade ! Préparez-vous pour de nouvelles rencontres de Phases d’Études, un Pokémon Obscur légendaire, et les débuts d’un Pokémon légendaire. Février verra également des évènements en l’honneur de la région de Sinnoh et de la Saint-Valentin, ainsi que de nouveaux types d’évènements en phase de test. Vous n’allez pas vous ennuyer pour la saison des amours. \n \n1. Sauvez Raikou Obscur de Giovanni. \n2. Rencontre des Phases d’Études de février : Chovsourir et un bonus de Bonbons Chovsourir. \n3. Boréas s’élance dans les Raids de niveau 5. \n4. Un évènement pour célébrer la région de Sinnoh. \n5. Célébration de la Saint-Valentin 2020 dans Pokémon GO. \n6. Célébrez vos amis avec le week-end spécial de l’amitié. \n7. De nouvelles expériences : l’Heure du Pokémon vedette et l’Heure du Bonus mystère. \n \nRetrouvez plus d’infos sur notre <a href="https://pokemongolive.com/fr/post/feb2020-events">blog</a>.	¡Mantén la calma! Prepárate para nuevos encuentros por logros de investigación, para Pokémon legendarios oscuros y otros Pokémon legendarios que aparecen por primera vez. Este mes también contará con eventos dedicados a la región de Sinnoh y al Día de San Valentín, así como con un nuevo tipo de eventos que estamos probando. Hay mucho de lo que disfrutar durante esta estación del amor. \n \n1. ¡Salva a Raikou oscuro de Giovanni! \n2. Encuentro por logros de investigación de febrero: ¡Woobat con bonus de Caramelos Woobat! \n3. ¡Tornadus llega zumbando a las incursiones de nivel 5! \n4. Un evento de celebración de la región de Sinnoh. \n5. Celebración del Día de San Valentín 2020 de Pokémon GO.  \n6. Celebra el amor por tus amigos con un evento especial de fin de semana de la amistad. \n7. Nuevos experimentos: Hora del Pokémon destacado y hora del bonus misterioso. \n \nObtén más información en el <a href="https://pokemongolive.com/es/post/feb2020-events">blog</a>. 	Alles, was dein Herz begehrt! Dich erwarten aktualisierte Forschungsdurchbruch-Begegnungen, Legendäre Crypto-Pokémon und das erste Erscheinen einiger Legendärer Pokémon. Außerdem finden diesen Monat Events zur Feier der Sinnoh-Region und des Valentinstags statt sowie einige komplett neue Events, die wir testen. Es gibt also viel, worauf du dich im Monat der Liebe freuen kannst. \n \n1. Rette Crypto-Raikou vor Giovanni! \n2. Forschungsdurchbruch-Begegnung im Februar: Fleknoil mit Bonus-Fleknoil-Bonbons! \n3. Boreos fegt in Stufe-5-Raids hinein! \n4. Ein Event zur Feier der Sinnoh-Region \n5. Pokémon GO-Valentinstagfeier 2020 \n6. Feiere deine Freunde mit einem besonderen Freundschaftswochenende. \n7. Neue Experimente: Pokémon-Rampenlicht-Stunde und Wunderbonus-Stunde \n \nErfahre mehr auf dem <a href="https://pokemongolive.com/de/post/feb2020-events">Blog</a>.	Che trepidazione! Preparati a fare nuovi incontri nelle scoperte straordinarie e all’arrivo di Pokémon Ombra leggendari, più altri Pokémon leggendari mai visti prima in Pokémon GO. Inoltre, per questo mese sono previsti eventi dedicati alla regione di Sinnoh e a San Valentino, oltre a dei nuovissimi eventi sperimentali. È il mese dell’amore e abbiamo intenzione di festeggiarlo a dovere. \n \n1) Salva Raikou Ombra dalle grinfie di Giovanni! \n2) Incontro della scoperta straordinaria di febbraio: Woobat con ancora più caramelle! \n3) Tornadus sfreccia nei raid di livello cinque! \n4) Festa di Sinnoh \n5) Festa di San Valentino di Pokémon GO 2020 \n6) Festeggia il valore dell’amicizia con un evento speciale dedicato lungo un intero weekend! \n7) Esperimenti: ora del Pokémon in primo piano e ora del bonus misterioso \n \nPer saperne di più, leggi il nostro <a href="https://pokemongolive.com/it/post/feb2020-events">blog</a>.				Preparem os seus corações para o que está chegando em fevereiro: novos encontros de descoberta extraordinária, Pokémon Lendário Sombroso e a grande estreia de um Pokémon Lendário. Este mês contará também com eventos celebrando a região de Sinnoh e o Dia dos Namorados Internacional. Fiquem ligados que esta temporada do amor terá muitas novidades. \n \n1. Resgate Raikou Sombroso das mãos de Giovanni! \n2. Encontro de descoberta extraordinária de fevereiro: Woobat com Doces Woobat extras! \n3. Tornadus chega arrasando nos Reides de cinco estrelas. \n4. Um evento para celebrar a região de Sinnoh. \n5. Celebração do Dia dos Namorados Internacional 2020. \n6. Comemore o amor pelos seus amigos com um evento especial de fim de semana celebrando a amizade! \n7. Novos experimentos: hora do Pokémon em destaque e hora do bônus misterioso. \n \nConfiram mais informações no <a href="https://pokemongolive.com/post/feb2020-events">blog</a>.
news_header_jan_2020_minccinoresearch	Minccino Limited Research event on 2/2 2–5 p.m.	  「チラーミィ」の「限定リサーチ」：日本時間2月2日（日）昼14時から夕方17時まで	Étude ciblée Chinchidou, le 2/2 de 14h à 17h.	Evento de investigación limitada de Minccino, el 2 de febrero de 2 a 5 p. m.	Begrenztes Forschungsevent mit Picochilla am 2.2. Von 14 bis 17 Uhr	Ricerca mirata dedicata a Minccino il 2 febbraio dalle 14:00 alle 17:00	치라미의 한정 리서치:한국시간 2월 2일(일) 14시터 17시까지.		泡沫栗鼠研究：台灣時間2月2日（星期天）14:00～17:00。	Evento de pesquisa limitada de Minccino em 02/02, às 17h
news_subheader_jan_2020_minccinoresearch	Celebrate the Year of the Rat with Minccino Limited Research!	「チラーミィ」の「限定リサーチ」で子年を祝いましょう！	Célébrez l’année du Rat avec une Étude ciblée Chinchidou.	¡Celebra el Año de la Rata con la investigación limitada de Minccino!	Feier das Jahr der Ratte – Begrenzte Forschung mit Picochilla!	Festeggia l’anno del Topo con la ricerca mirata dedicata a Minccino!	치라미의 한정 리서치로 경자년을 기념하세요!		研究泡沫栗鼠，一起慶祝鼠年的到來！	Comemore o Ano do Rato com pesquisas limitadas de Minccino!
news_main_text_jan_2020_minccinoresearch	In celebration of the Year of the Rat, Minccino, the Chinchilla Pokémon, will be appearing in Pokémon GO for a special Limited Research event. Professor Willow has also uncovered that Minccino can evolve into Cinccino through use of a Unova Stone!  \n \nOn Sunday, February 2, 2020, from 2 p.m. to 5 p.m. in your local time zone, you can complete Minccino Limited Research tasks to encounter Minccino. Pokémon that fit the theme of the Year of the Rat—like Pikachu, Zigzagoon, Patrat, and more—will be appearing more frequently in the wild, too. Minccino will also be available to hatch from 5 km Eggs during the event and after it ends. \n \nAnd if you’re lucky, you might even encounter a Shiny Minccino! \n \nLearn more on the <a href="https://pokemongolive.com/post/lunar-2020">blog</a>.	「限定リサーチ」をクリアすることで、「チンチラポケモン」の「チラーミィ」が登場します。「チラーミィ」は「イッシュのいし」で「チラチーノ」に進化します！ \n \n日本時間2020年2月2日（日）14時から17時まで、ポケストップから手に入る期間限定のフィールドリサーチをクリアすることで、「チラーミィ」と出会うことができます。「ピカチュウ」「ジグザグマ」「ミネズミ」など、子年にちなんだポケモンにもいつもより多く出会えます。また、イベント中は5kmタマゴから「チラーミィ」がかえりやすくなります（「チラーミィ」はイベント終了後も5kmタマゴからかえります） \n \n運が良ければ、色違いの「チラーミィ」に出会えるかもしれません！ \n詳しくは<a href="https://pokemongolive.com/post/lunar-2020">ブログ</a>をご覧ください。	Pour célébrer l’année du Rat, le Pokémon Chinchilla Chinchidou apparaîtra dans Pokémon GO pour un évènement spécial d’Étude ciblée. Le Professeur Willow a également découvert que Chinchidou peut évoluer en Pashmilla en utilisant une Pierre Unys !  \n \nLe dimanche 2 février 2020, de 14h à 17h (heure locale), vous pourrez terminer les tâches de l’Étude ciblée Chinchidou et rencontrer ce Chinchidou.. Des Pokémon qui correspondent au thème de l’année du Rat, tels que Pikachu, Zigzaton et Ratentif, apparaîtront aussi plus souvent dans la nature. Chinchidou pourra également éclore des Œufs de 5 km au cours de l’évènement et après sa fin. \n \nVous pourriez même rencontrer un Chinchidou chromatique ! \n \nTous les détails sont sur notre <a href="https://pokemongolive.com/fr/post/lunar-2020">blog</a>.	Para celebrar el Año de la Rata, Minccino, el Pokémon Chinchilla, aparecerá en Pokémon GO en un evento especial de investigación limitada. ¡El Profesor Willow también ha descubierto que Minccino puede evolucionar a Cinccino usando una Piedra Teselia! \n \nEl domingo 2 de febrero de 2020 de 2 p. m. a 5 p. m. en tu hora local, puedes completar las tareas de investigación limitada para encontrarte con Minccino. Pokémon que encajan dentro de la temática del Año de la Rata, como Pikachu, Zigzagoon y Patrat, entre otros, aparecerán también con más frecuencia en estado salvaje. Minccino podrá también eclosionar de Huevos de 5 km durante el evento y una vez que este termine. \n \nY, si tienes suerte, ¡puede que te encuentres con un Minccino variocolor! \n \nObtén más información en el <a href="https://pokemongolive.com/es/post/lunar-2020/">blog</a>. 	Zur Feier des Jahrs der Ratte erscheint Picochilla, das Chinchilla-Pokémon, in Pokémon GO für ein besonderes Event im Rahmen Begrenzter Forschung. Professor Willow hat auch entdeckt, dass Picochilla sich durch einen Einall-Stein zu Chillabell entwickeln kann!  \n \nAm Sonntag, dem 2. Februar 2020 von 14:00 bis 17:00 Uhr Ortszeit kannst du Picochilla-Aufgaben im Rahmen Begrenzter Forschung abschließen, um Picochilla zu begegnen. Pokémon, die zum Thema des Jahrs der Ratte passen – wie Pikachu, Zigzachs, Nagelotz und mehr – erscheinen auch häufiger im Freien. Während und nach Abschluss des Events bleiben Picochilla weiterhin verfügbar, um aus 5-km-Eiern zu schlüpfen. \n \nUnd wenn du Glück hast, begegnest du vielleicht einem Schillernden Picochilla! \n \nErfahre mehr auf dem <a href="https://pokemongolive.com/post/lunar-2020">Blog</a>.	Per festeggiare l’anno del Topo, Minccino, il Pokémon Cincillà, apparirà in Pokémon GO in una speciale ricerca mirata. Il Professor Willow ha anche scoperto che Minccino può evolversi in Cinccino usando una pietra Unima!  \n \nDomenica 2 febbraio 2020, dalle 14:00 alle 17:00 ora locale, potrai incontrare Minccino completando le missioni di ricerca mirata dedicate a questo Pokémon. Inoltre, Pokémon in tema con l’anno del Topo come Pikachu, Zigzagoon, Patrat e tanti altri appariranno più frequentemente allo stato selvatico. Minccino potrà nascere anche dalle Uova da 5 km durante e dopo la fine dell’evento. \n \nSe la fortuna è dalla tua parte, potresti persino incontrare un Minccino cromatico! \n \nPer saperne di più, leggi il nostro <a href="https://pokemongolive.com/it/post/lunar-2020">blog</a>.	한정 리서치를 클리어하면 친칠라포켓몬 치라미가 등장합니다. 치라미는 하나의 돌로 치라치노로 진화합니다! \n 한국 시간 2020년 2월 2일(일) 14시부터17시까지, 포켓스톱에서 손에 넣을 수 있는 기간한정 필드리서치를 클리어하면 치라미와 만날 수 있습니다.  피카츄, 지그제구리, 보르쥐, 등 쥐의 해를 맞이한 포켓몬이 평소보다 많이 나타납니다. 또한 이벤트 중에 치라미는 5km 알에서 부화하며, 이벤트가 끝난 뒤에도 계속 부화합니다. \n 운이 좋으면 색이 다른 치라미와 만나 수도 있습니다! \n 자세한 정보는 <a href="https://pokemongolive.com/ko/post/lunar-2020">블로그</a>를 확인하세요.		為了慶祝鼠年的到來，只要在活動期間內完成期間限定的田野調查課題，就有機會捕獲泡沫栗鼠！想讓泡沫栗鼠進化成奇諾栗鼠嗎？記得使用合眾之石喔！ \n \n台灣時間<b>2020年2月2日（星期天）14:00～17:00</b>，只要完成泡沫栗鼠研究的田野調查課題，就可以遇見泡沫栗鼠。皮卡丘、蛇紋熊、探探鼠等和鼠年有關的寶可夢出現的機率也會提高。5公里蛋將也有機會孵出泡沫栗鼠。（活動結束後仍有機會孵出） \n \n如果你夠幸運的話，甚至還有機會遇見異色泡沫栗鼠！ \n \n詳細資訊請參考<a href="https://pokemongolive.com/zh_hant/post/lunar-2020">部落格</a>。	Para comemorar o Ano do Rato, Minccino, o Pokémon Chinchila, aparecerá no Pokémon GO em pesquisas de campo especiais por tempo limitado. O Professor Willow descobriu que Minccino poderá evoluir para Cinccino usando uma Pedra de Unova! \n \nNo domingo, 2 fevereiro de 2020, das 14h às 17h, horário local, vocês poderão completar pesquisas limitadas de Minccino para encontrar este Pokémon. Pokémon selvagens que se encaixam no tema do Ano do Rato aparecerão com mais frequência, como Pikachu, Zigzagoon, Patrat e outros. Minccino também estará disponível em Ovos de 5 km durante e após o evento. \n \nSe tiverem sorte, poderão encontrar Minccino Brilhante! \n \nConfiram mais informações no <a href="https://pokemongolive.com/post/lunar-2020">blog</a>.
news_header_jan_2020_trainerbattlepreseason	The GO Battle League has started rolling out!	「GOバトルリーグ」がまもなく登場！	La Ligue Combat GO est en cours de déploiement.	¡La Liga Combates GO se pone en marcha!	Die GO-Kampfliga steht in den Startlöchern!	La Lega Lotte GO sta per iniziare!	「GO배틀리그」가 곧 등장!		GO對戰聯盟即將登場！	O lançamento da Liga de Batalha GO já começou!
news_subheader_jan_2020_trainerbattlepreseason	Battle other Trainers globally soon—the GO Battle League has started rolling out!	  世界中のトレーナーとポケモンバトル！「GOバトルリーグ」がまもなく登場！	Vous pourrez bientôt affronter des Dresseurs du monde entier, car la Ligue Combat GO est en cours de déploiement.	Combate contra otros Entrenadores de todo el mundo próximamente. ¡La Liga Combates GO se pone en marcha!	Kämpfe bald gegen andere Trainer auf der ganzen Welt – die GO-Kampfliga steht in den Startlöchern!	Presto potrai sfidare gli Allenatori di tutto il mondo: la Lega Lotte GO sta per iniziare!	전 세계의 트레이너와 포켓몬 배틀! 「GO배틀리그」가 곧 등장!		與世界各地的訓練家對戰──GO對戰聯盟即將登場！	Batalhe contra outros Treinadores em breve. O lançamento da Liga de Batalha GO já começou!
